index,timerange,start_day,end_day,status,error,result_file,plans_file_count,pnl_quote,pnl_pct,initial_equity,end_equity,fills,stop_events,seed_events,rebuild_events,soft_adjust_events,action_start,action_hold,action_stop,start_blocker_counts,hold_reason_counts,stop_reason_counts,stop_event_reason_counts,stop_reason_counts_combined,top_start_blocker,top_stop_reason
1,20260208-20260210,20260208,20260210,ok,,/home/kani/grid-ml-system/freqtrade/user_data/walkforward/wf_diag_20260212/window_001.result.json,192,2.668162617880057,0.26681626178801654,1000.0,1002.6681626178801,1,112,1,0,1,1,79,112,"{""cooldown_active"": 147, ""gate_fail:adx_ok"": 95, ""gate_fail:bbw_nonexp"": 11, ""gate_fail:bbwp_gate_ok"": 77, ""gate_fail:cvd_gate_ok"": 48, ""gate_fail:ema_dist_ok"": 95, ""gate_fail:fvg_gate_ok"": 87, ""gate_fail:mrvd_gate_ok"": 7, ""gate_fail:os_dev_build_ok"": 182, ""reclaim_active"": 189, ""rsi_out_of_range"": 64, ""stop_rule_active"": 112}","{""cooldown_active"": 41, ""gate_fail:adx_ok"": 55, ""gate_fail:bbwp_gate_ok"": 18, ""gate_fail:cvd_gate_ok"": 16, ""gate_fail:ema_dist_ok"": 52, ""gate_fail:fvg_gate_ok"": 25, ""gate_fail:mrvd_gate_ok"": 4, ""gate_fail:os_dev_build_ok"": 70, ""reclaim_active"": 78, ""rsi_out_of_range"": 10}","{""os_dev_trend_stop"": 111, ""range_shift_stop"": 1}","{""PLAN_STOP"": 112}","{""event:PLAN_STOP"": 112, ""os_dev_trend_stop"": 111, ""range_shift_stop"": 1}",reclaim_active:189,event:PLAN_STOP:112
