ts,close,quote,base,equity,open_orders,stop,action,plan_index,plan_time_utc,start_counterfactual_required_count,start_counterfactual_single,start_counterfactual_combo,start_counterfactual_required
2026-02-09T00:00:00+00:00,2093.84,651.5740498188575,0.16678896770530569,1000.8034619589348,3,False,START,0,2026-02-09 00:00:00+00:00,0,,,
2026-02-09T00:15:00+00:00,2082.54,651.5740498188575,0.16678896770530569,998.9187466238648,3,False,HOLD,1,2026-02-09 00:15:00+00:00,1,rsi_out_of_range,rsi_out_of_range,rsi_out_of_range
2026-02-09T00:30:00+00:00,2081.84,651.5740498188575,0.16678896770530569,998.801994346471,3,False,HOLD,2,2026-02-09 00:30:00+00:00,1,rsi_out_of_range,rsi_out_of_range,rsi_out_of_range
2026-02-09T00:45:00+00:00,2084.48,651.5740498188575,0.16678896770530569,999.242317221213,3,False,START,3,2026-02-09 00:45:00+00:00,0,,,
2026-02-09T01:00:00+00:00,2081.73,651.5740498188575,0.16678896770530569,998.7836475600235,3,False,HOLD,4,2026-02-09 01:00:00+00:00,1,rsi_out_of_range,rsi_out_of_range,rsi_out_of_range
2026-02-09T01:15:00+00:00,2091.9,1001.650766525091,0.0,1001.650766525091,3,False,HOLD,5,2026-02-09 01:15:00+00:00,1,gate_fail:mrvd_gate_ok,gate_fail:mrvd_gate_ok,gate_fail:mrvd_gate_ok
2026-02-09T01:30:00+00:00,2064.97,301.6519126919183,0.3363817587255743,996.2701530074673,3,False,HOLD,6,2026-02-09 01:30:00+00:00,2,,gate_fail:os_dev_build_ok+rsi_out_of_range,gate_fail:os_dev_build_ok|rsi_out_of_range
2026-02-09T01:45:00+00:00,2070.89,348.15099248763045,0.31383891648792367,998.0768662533067,3,False,HOLD,7,2026-02-09 01:45:00+00:00,4,,gate_fail:bbwp_gate_ok+gate_fail:os_dev_build_ok+gate_fail:fvg_gate_ok+rsi_out_of_range,gate_fail:bbwp_gate_ok|gate_fail:os_dev_build_ok|gate_fail:fvg_gate_ok|rsi_out_of_range
2026-02-09T02:00:00+00:00,2070.1,348.15099248763045,0.31383891648792367,997.8289335092812,3,False,HOLD,8,2026-02-09 02:00:00+00:00,2,,gate_fail:bbwp_gate_ok+rsi_out_of_range,gate_fail:bbwp_gate_ok|rsi_out_of_range
2026-02-09T02:15:00+00:00,2072.65,348.15099248763045,0.31383891648792367,998.6292227463255,3,False,HOLD,9,2026-02-09 02:15:00+00:00,1,gate_fail:bbwp_gate_ok,gate_fail:bbwp_gate_ok,gate_fail:bbwp_gate_ok
2026-02-09T02:30:00+00:00,2090.47,653.7551590380479,0.1667889677053057,1002.4224923569582,3,False,HOLD,10,2026-02-09 02:30:00+00:00,1,gate_fail:bbwp_gate_ok,gate_fail:bbwp_gate_ok,gate_fail:bbwp_gate_ok
2026-02-09T02:45:00+00:00,2081.29,653.7551590380479,0.1667889677053057,1000.8913696334236,3,False,HOLD,11,2026-02-09 02:45:00+00:00,2,,gate_fail:bbwp_gate_ok+gate_fail:fvg_gate_ok,gate_fail:bbwp_gate_ok|gate_fail:fvg_gate_ok
2026-02-09T03:00:00+00:00,2083.56,653.7551590380479,0.1667889677053057,1001.2699805901145,3,False,HOLD,12,2026-02-09 03:00:00+00:00,2,,gate_fail:bbwp_gate_ok+gate_fail:fvg_gate_ok,gate_fail:bbwp_gate_ok|gate_fail:fvg_gate_ok
2026-02-09T03:15:00+00:00,2087.12,653.7551590380479,0.1667889677053057,1001.8637493151455,3,False,HOLD,13,2026-02-09 03:15:00+00:00,2,,gate_fail:bbwp_gate_ok+gate_fail:fvg_gate_ok,gate_fail:bbwp_gate_ok|gate_fail:fvg_gate_ok
2026-02-09T03:30:00+00:00,2093.49,1002.9689702758706,2.7755575615628914e-17,1002.9689702758707,3,False,HOLD,14,2026-02-09 03:30:00+00:00,2,,gate_fail:bbwp_gate_ok+gate_fail:fvg_gate_ok,gate_fail:bbwp_gate_ok|gate_fail:fvg_gate_ok
2026-02-09T03:45:00+00:00,2100.25,1002.9689702758706,2.7755575615628914e-17,1002.9689702758707,3,False,HOLD,15,2026-02-09 03:45:00+00:00,2,,gate_fail:bbwp_gate_ok+gate_fail:fvg_gate_ok,gate_fail:bbwp_gate_ok|gate_fail:fvg_gate_ok
2026-02-09T04:00:00+00:00,2090.79,1002.9689702758706,2.7755575615628914e-17,1002.9689702758707,3,False,HOLD,16,2026-02-09 04:00:00+00:00,1,gate_fail:fvg_gate_ok,gate_fail:fvg_gate_ok,gate_fail:fvg_gate_ok
2026-02-09T04:15:00+00:00,2096.57,1002.9689702758706,2.7755575615628914e-17,1002.9689702758707,3,False,HOLD,17,2026-02-09 04:15:00+00:00,1,gate_fail:fvg_gate_ok,gate_fail:fvg_gate_ok,gate_fail:fvg_gate_ok
2026-02-09T04:30:00+00:00,2090.19,1002.9689702758706,2.7755575615628914e-17,1002.9689702758707,3,False,HOLD,18,2026-02-09 04:30:00+00:00,1,gate_fail:fvg_gate_ok,gate_fail:fvg_gate_ok,gate_fail:fvg_gate_ok
2026-02-09T04:45:00+00:00,2090.35,1002.9689702758706,2.7755575615628914e-17,1002.9689702758707,3,False,HOLD,19,2026-02-09 04:45:00+00:00,1,gate_fail:fvg_gate_ok,gate_fail:fvg_gate_ok,gate_fail:fvg_gate_ok
2026-02-09T05:00:00+00:00,2084.01,1002.9689702758706,2.7755575615628914e-17,1002.9689702758707,3,False,HOLD,20,2026-02-09 05:00:00+00:00,1,gate_fail:fvg_gate_ok,gate_fail:fvg_gate_ok,gate_fail:fvg_gate_ok
2026-02-09T05:15:00+00:00,2092.55,1002.9689702758706,2.7755575615628914e-17,1002.9689702758707,3,False,HOLD,21,2026-02-09 05:15:00+00:00,1,gate_fail:fvg_gate_ok,gate_fail:fvg_gate_ok,gate_fail:fvg_gate_ok
2026-02-09T05:30:00+00:00,2092.8,1002.9689702758706,2.7755575615628914e-17,1002.9689702758707,3,False,HOLD,22,2026-02-09 05:30:00+00:00,1,gate_fail:fvg_gate_ok,gate_fail:fvg_gate_ok,gate_fail:fvg_gate_ok
2026-02-09T05:45:00+00:00,2095.82,1002.9689702758706,2.7755575615628914e-17,1002.9689702758707,3,False,HOLD,23,2026-02-09 05:45:00+00:00,1,gate_fail:fvg_gate_ok,gate_fail:fvg_gate_ok,gate_fail:fvg_gate_ok
2026-02-09T06:00:00+00:00,2090.61,1002.9689702758706,2.7755575615628914e-17,1002.9689702758707,3,False,HOLD,24,2026-02-09 06:00:00+00:00,2,,gate_fail:os_dev_build_ok+gate_fail:fvg_gate_ok,gate_fail:os_dev_build_ok|gate_fail:fvg_gate_ok
2026-02-09T06:15:00+00:00,2074.29,655.5666802441436,0.1667889677053057,1001.5353680655822,3,False,HOLD,25,2026-02-09 06:15:00+00:00,1,gate_fail:os_dev_build_ok,gate_fail:os_dev_build_ok,gate_fail:os_dev_build_ok
2026-02-09T06:30:00+00:00,2079.43,655.5666802441436,0.1667889677053057,1002.3926633595875,3,False,HOLD,26,2026-02-09 06:30:00+00:00,1,gate_fail:fvg_gate_ok,gate_fail:fvg_gate_ok,gate_fail:fvg_gate_ok
2026-02-09T06:45:00+00:00,2081.43,655.5666802441436,0.1667889677053057,1002.7262412949981,3,False,START,27,2026-02-09 06:45:00+00:00,0,,,
2026-02-09T07:00:00+00:00,2085.6,655.5666802441436,0.1667889677053057,1003.4217512903292,3,False,START,28,2026-02-09 07:00:00+00:00,0,,,
2026-02-09T07:15:00+00:00,2081.4,655.5666802441436,0.1667889677053057,1002.721237625967,3,False,START,29,2026-02-09 07:15:00+00:00,0,,,
2026-02-09T07:30:00+00:00,2067.25,351.48521208700595,0.31383891648792367,1000.2687121966661,3,False,HOLD,30,2026-02-09 07:30:00+00:00,3,,gate_fail:os_dev_build_ok+gate_fail:cvd_gate_ok+rsi_out_of_range,gate_fail:os_dev_build_ok|gate_fail:cvd_gate_ok|rsi_out_of_range
2026-02-09T07:45:00+00:00,2065.74,351.48521208700595,0.31383891648792367,999.7948154327693,3,False,HOLD,31,2026-02-09 07:45:00+00:00,3,,gate_fail:fvg_gate_ok+gate_fail:cvd_gate_ok+rsi_out_of_range,gate_fail:fvg_gate_ok|gate_fail:cvd_gate_ok|rsi_out_of_range
2026-02-09T08:00:00+00:00,2066.97,351.48521208700595,0.31383891648792367,1000.1808373000495,3,False,HOLD,32,2026-02-09 08:00:00+00:00,3,,gate_fail:fvg_gate_ok+gate_fail:cvd_gate_ok+rsi_out_of_range,gate_fail:fvg_gate_ok|gate_fail:cvd_gate_ok|rsi_out_of_range
2026-02-09T08:15:00+00:00,2053.02,351.48521208700595,0.31383891648792367,995.802784415043,3,False,HOLD,33,2026-02-09 08:15:00+00:00,5,,gate_fail:os_dev_build_ok+gate_fail:fvg_gate_ok+gate_fail:mrvd_gate_ok+gate_fail:cvd_gate_ok+rsi_out_of_range,gate_fail:os_dev_build_ok|gate_fail:fvg_gate_ok|gate_fail:mrvd_gate_ok|gate_fail:cvd_gate_ok|rsi_out_of_range
2026-02-09T08:30:00+00:00,2050.17,305.3438045966435,0.3363817587255743,994.9835948830541,3,False,HOLD,34,2026-02-09 08:30:00+00:00,5,,gate_fail:bbwp_gate_ok+gate_fail:os_dev_build_ok+gate_fail:fvg_gate_ok+gate_fail:cvd_gate_ok+rsi_out_of_range,gate_fail:bbwp_gate_ok|gate_fail:os_dev_build_ok|gate_fail:fvg_gate_ok|gate_fail:cvd_gate_ok|rsi_out_of_range
2026-02-09T08:45:00+00:00,2050.07,351.3812750781024,0.31383891648792367,994.7730226025001,3,False,HOLD,35,2026-02-09 08:45:00+00:00,5,,gate_fail:bbw_nonexp+gate_fail:bbwp_gate_ok+gate_fail:fvg_gate_ok+gate_fail:cvd_gate_ok+rsi_out_of_range,gate_fail:bbw_nonexp|gate_fail:bbwp_gate_ok|gate_fail:fvg_gate_ok|gate_fail:cvd_gate_ok|rsi_out_of_range
2026-02-09T09:00:00+00:00,2049.21,351.3812750781024,0.31383891648792367,994.5031211343205,3,False,HOLD,36,2026-02-09 09:00:00+00:00,4,,gate_fail:bbwp_gate_ok+gate_fail:fvg_gate_ok+gate_fail:cvd_gate_ok+rsi_out_of_range,gate_fail:bbwp_gate_ok|gate_fail:fvg_gate_ok|gate_fail:cvd_gate_ok|rsi_out_of_range
2026-02-09T09:15:00+00:00,2047.5,351.3812750781024,0.31383891648792367,993.9664565871262,3,False,HOLD,37,2026-02-09 09:15:00+00:00,4,,gate_fail:bbwp_gate_ok+gate_fail:fvg_gate_ok+gate_fail:cvd_gate_ok+rsi_out_of_range,gate_fail:bbwp_gate_ok|gate_fail:fvg_gate_ok|gate_fail:cvd_gate_ok|rsi_out_of_range
2026-02-09T09:30:00+00:00,2040.8,351.3812750781024,0.31383891648792367,991.8637358466569,3,False,HOLD,38,2026-02-09 09:30:00+00:00,4,,gate_fail:bbwp_gate_ok+gate_fail:fvg_gate_ok+gate_fail:cvd_gate_ok+rsi_out_of_range,gate_fail:bbwp_gate_ok|gate_fail:fvg_gate_ok|gate_fail:cvd_gate_ok|rsi_out_of_range
2026-02-09T09:45:00+00:00,2042.27,351.3812750781024,0.31383891648792367,992.3250790538943,0,True,STOP,39,2026-02-09 09:45:00+00:00,6,,gate_fail:bbw_nonexp+gate_fail:bbwp_gate_ok+gate_fail:os_dev_build_ok+gate_fail:fvg_gate_ok+gate_fail:cvd_gate_ok+rsi_out_of_range,gate_fail:bbw_nonexp|gate_fail:bbwp_gate_ok|gate_fail:os_dev_build_ok|gate_fail:fvg_gate_ok|gate_fail:cvd_gate_ok|rsi_out_of_range
2026-02-09T10:00:00+00:00,2039.78,351.3812750781024,0.31383891648792367,991.5436201518394,0,True,STOP,40,2026-02-09 10:00:00+00:00,5,,gate_fail:bbwp_gate_ok+gate_fail:os_dev_build_ok+gate_fail:fvg_gate_ok+gate_fail:cvd_gate_ok+rsi_out_of_range,gate_fail:bbwp_gate_ok|gate_fail:os_dev_build_ok|gate_fail:fvg_gate_ok|gate_fail:cvd_gate_ok|rsi_out_of_range
2026-02-09T10:15:00+00:00,2027.9,351.3812750781024,0.31383891648792367,987.815213823963,0,False,HOLD,41,2026-02-09 10:15:00+00:00,5,,gate_fail:bbwp_gate_ok+gate_fail:os_dev_build_ok+gate_fail:fvg_gate_ok+gate_fail:cvd_gate_ok+rsi_out_of_range,gate_fail:bbwp_gate_ok|gate_fail:os_dev_build_ok|gate_fail:fvg_gate_ok|gate_fail:cvd_gate_ok|rsi_out_of_range
2026-02-09T10:30:00+00:00,2020.63,351.3812750781024,0.31383891648792367,985.5336049010957,0,False,HOLD,42,2026-02-09 10:30:00+00:00,5,,gate_fail:bbwp_gate_ok+gate_fail:os_dev_build_ok+gate_fail:fvg_gate_ok+gate_fail:cvd_gate_ok+rsi_out_of_range,gate_fail:bbwp_gate_ok|gate_fail:os_dev_build_ok|gate_fail:fvg_gate_ok|gate_fail:cvd_gate_ok|rsi_out_of_range
