index,timerange,start_day,end_day,status,error,error_report_file,result_file,plans_file_count,pnl_quote,pnl_pct,initial_equity,end_equity,end_quote,end_base,fills,stop_events,seed_events,rebuild_events,soft_adjust_events,action_start,action_hold,action_stop,start_blocker_counts,start_counterfactual_single_counts,start_counterfactual_combo_counts,hold_reason_counts,stop_reason_counts,stop_event_reason_counts,stop_reason_counts_combined,top_start_blocker,top_start_counterfactual_single,top_start_counterfactual_combo,top_stop_reason
1,20200101-20200115,20200101,20200115,error,"Command '['docker', 'compose', 'run', '--rm', '--entrypoint', 'bash', 'freqtrade', '-lc', 'export GRID_PLANS_ROOT_REL=walkforward_runtime_plans/wf_smoke_failfast_resume_20260214_20260214T211449Z_418183; freqtrade backtesting --config /freqtrade/user_data/config.json --strategy DOES_NOT_EXIST --strategy-path /freqtrade/user_data/strategies --timerange 20200101-20200115 --timeframe 15m --datadir /freqtrade/user_data/data/binance --cache none']' returned non-zero exit status 2.",/home/kani/grid-ml-system/freqtrade/user_data/walkforward/wf_smoke_failfast_resume_20260214/errors/window_001.error.json,,0,,,,,,,,,,,,,,,{},{},{},{},{},{},{},,,,
