index,timerange,start_day,end_day,status,error,result_file,plans_file_count,pnl_quote,pnl_pct,initial_equity,end_equity,fills,stop_events,seed_events,rebuild_events,soft_adjust_events,action_start,action_hold,action_stop,start_blocker_counts,hold_reason_counts,stop_reason_counts,stop_event_reason_counts,stop_reason_counts_combined,top_start_blocker,top_stop_reason
1,20260207-20260209,20260207,20260209,ok,,/home/kani/grid-ml-system/freqtrade/user_data/walkforward/wf_tune_pass9_adx24/window_001.result.json,192,0.0,0.0,1000.0,1000.0,0,19,0,0,0,0,173,19,"{""cooldown_active"": 45, ""gate_fail:adx_ok"": 191, ""gate_fail:bbw_nonexp"": 6, ""gate_fail:bbwp_gate_ok"": 52, ""gate_fail:cvd_gate_ok"": 33, ""gate_fail:ema_dist_ok"": 175, ""gate_fail:fvg_gate_ok"": 95, ""gate_fail:mrvd_gate_ok"": 5, ""gate_fail:os_dev_build_ok"": 104, ""gate_fail:vol_ok"": 4, ""gate_fail:vrvp_box_ok"": 11, ""price_outside_box"": 1, ""reclaim_active"": 103, ""rsi_out_of_range"": 67, ""stop_rule_active"": 19}","{""cooldown_active"": 31, ""gate_fail:adx_ok"": 172, ""gate_fail:bbw_nonexp"": 6, ""gate_fail:bbwp_gate_ok"": 41, ""gate_fail:cvd_gate_ok"": 31, ""gate_fail:ema_dist_ok"": 156, ""gate_fail:fvg_gate_ok"": 79, ""gate_fail:mrvd_gate_ok"": 5, ""gate_fail:os_dev_build_ok"": 85, ""gate_fail:vol_ok"": 4, ""gate_fail:vrvp_box_ok"": 10, ""price_outside_box"": 1, ""reclaim_active"": 88, ""rsi_out_of_range"": 51}","{""os_dev_trend_stop"": 17, ""range_shift_stop"": 2}","{""PLAN_STOP"": 19}","{""event:PLAN_STOP"": 19, ""os_dev_trend_stop"": 17, ""range_shift_stop"": 2}",gate_fail:adx_ok:191,event:PLAN_STOP:19
2,20260208-20260210,20260208,20260210,ok,,/home/kani/grid-ml-system/freqtrade/user_data/walkforward/wf_tune_pass9_adx24/window_002.result.json,192,12.122408072415055,1.2122408072415158,1000.0,1012.122408072415,10,30,1,0,29,5,157,30,"{""cooldown_active"": 48, ""gate_fail:adx_ok"": 95, ""gate_fail:bbw_nonexp"": 11, ""gate_fail:bbwp_gate_ok"": 77, ""gate_fail:cvd_gate_ok"": 48, ""gate_fail:ema_dist_ok"": 79, ""gate_fail:fvg_gate_ok"": 87, ""gate_fail:mrvd_gate_ok"": 7, ""gate_fail:os_dev_build_ok"": 99, ""reclaim_active"": 85, ""rsi_out_of_range"": 64, ""stop_rule_active"": 30}","{""cooldown_active"": 22, ""gate_fail:adx_ok"": 91, ""gate_fail:bbw_nonexp"": 5, ""gate_fail:bbwp_gate_ok"": 53, ""gate_fail:cvd_gate_ok"": 28, ""gate_fail:ema_dist_ok"": 75, ""gate_fail:fvg_gate_ok"": 68, ""gate_fail:mrvd_gate_ok"": 6, ""gate_fail:os_dev_build_ok"": 69, ""reclaim_active"": 59, ""rsi_out_of_range"": 37}","{""os_dev_trend_stop"": 29, ""range_shift_stop"": 1}","{""PLAN_STOP"": 30}","{""event:PLAN_STOP"": 30, ""os_dev_trend_stop"": 29, ""range_shift_stop"": 1}",gate_fail:os_dev_build_ok:99,event:PLAN_STOP:30
