index,timerange,start_day,end_day,status,error,result_file,plans_file_count,pnl_quote,pnl_pct,initial_equity,end_equity,fills,stop_events,seed_events,rebuild_events,soft_adjust_events,action_start,action_hold,action_stop,start_blocker_counts,hold_reason_counts,stop_reason_counts,stop_event_reason_counts,stop_reason_counts_combined,top_start_blocker,top_stop_reason
1,20260207-20260209,20260207,20260209,ok,,/home/kani/grid-ml-system/freqtrade/user_data/walkforward/wf_tune_pass6_ema1pct/window_001.result.json,192,0.0,0.0,1000.0,1000.0,0,44,0,0,0,0,148,44,"{""cooldown_active"": 78, ""gate_fail:adx_ok"": 191, ""gate_fail:bbw_nonexp"": 6, ""gate_fail:bbwp_gate_ok"": 52, ""gate_fail:cvd_gate_ok"": 33, ""gate_fail:ema_dist_ok"": 175, ""gate_fail:fvg_gate_ok"": 95, ""gate_fail:mrvd_gate_ok"": 5, ""gate_fail:os_dev_build_ok"": 152, ""gate_fail:vol_ok"": 4, ""gate_fail:vrvp_box_ok"": 11, ""price_outside_box"": 1, ""reclaim_active"": 130, ""rsi_out_of_range"": 67, ""stop_rule_active"": 44}","{""cooldown_active"": 41, ""gate_fail:adx_ok"": 147, ""gate_fail:bbw_nonexp"": 4, ""gate_fail:bbwp_gate_ok"": 32, ""gate_fail:cvd_gate_ok"": 24, ""gate_fail:ema_dist_ok"": 131, ""gate_fail:fvg_gate_ok"": 59, ""gate_fail:mrvd_gate_ok"": 4, ""gate_fail:os_dev_build_ok"": 108, ""gate_fail:vol_ok"": 4, ""gate_fail:vrvp_box_ok"": 4, ""reclaim_active"": 89, ""rsi_out_of_range"": 36}","{""os_dev_trend_stop"": 42, ""range_shift_stop"": 2}","{""PLAN_STOP"": 44}","{""event:PLAN_STOP"": 44, ""os_dev_trend_stop"": 42, ""range_shift_stop"": 2}",gate_fail:adx_ok:191,event:PLAN_STOP:44
2,20260208-20260210,20260208,20260210,ok,,/home/kani/grid-ml-system/freqtrade/user_data/walkforward/wf_tune_pass6_ema1pct/window_002.result.json,192,9.742242444426665,0.9742242444426674,1000.0,1009.7422424444267,5,56,1,0,5,2,134,56,"{""cooldown_active"": 88, ""gate_fail:adx_ok"": 95, ""gate_fail:bbw_nonexp"": 11, ""gate_fail:bbwp_gate_ok"": 77, ""gate_fail:cvd_gate_ok"": 48, ""gate_fail:ema_dist_ok"": 79, ""gate_fail:fvg_gate_ok"": 87, ""gate_fail:mrvd_gate_ok"": 7, ""gate_fail:os_dev_build_ok"": 158, ""reclaim_active"": 127, ""rsi_out_of_range"": 64, ""stop_rule_active"": 56}","{""cooldown_active"": 39, ""gate_fail:adx_ok"": 80, ""gate_fail:bbw_nonexp"": 3, ""gate_fail:bbwp_gate_ok"": 39, ""gate_fail:cvd_gate_ok"": 20, ""gate_fail:ema_dist_ok"": 64, ""gate_fail:fvg_gate_ok"": 48, ""gate_fail:mrvd_gate_ok"": 5, ""gate_fail:os_dev_build_ok"": 102, ""reclaim_active"": 74, ""rsi_out_of_range"": 21}","{""os_dev_trend_stop"": 55, ""range_shift_stop"": 1}","{""PLAN_STOP"": 56}","{""event:PLAN_STOP"": 56, ""os_dev_trend_stop"": 55, ""range_shift_stop"": 1}",gate_fail:os_dev_build_ok:158,event:PLAN_STOP:56
