index,timerange,start_day,end_day,status,error,result_file,plans_file_count,pnl_quote,pnl_pct,initial_equity,end_equity,fills,stop_events,seed_events,rebuild_events,soft_adjust_events,action_start,action_hold,action_stop,start_blocker_counts,hold_reason_counts,stop_reason_counts,stop_event_reason_counts,stop_reason_counts_combined,top_start_blocker,top_stop_reason
1,20260207-20260209,20260207,20260209,ok,,/home/kani/grid-ml-system/freqtrade/user_data/walkforward/wf_tune_pass4_persist12/window_001.result.json,192,0.0,0.0,1000.0,1000.0,0,44,0,0,0,0,148,44,"{""cooldown_active"": 74, ""gate_fail:adx_ok"": 143, ""gate_fail:bbw_nonexp"": 6, ""gate_fail:bbwp_gate_ok"": 52, ""gate_fail:cvd_gate_ok"": 33, ""gate_fail:ema_dist_ok"": 187, ""gate_fail:fvg_gate_ok"": 95, ""gate_fail:mrvd_gate_ok"": 5, ""gate_fail:os_dev_build_ok"": 102, ""gate_fail:vol_ok"": 4, ""gate_fail:vrvp_box_ok"": 11, ""price_outside_box"": 1, ""reclaim_active"": 178, ""rsi_out_of_range"": 67, ""stop_rule_active"": 44}","{""cooldown_active"": 36, ""gate_fail:adx_ok"": 107, ""gate_fail:bbw_nonexp"": 4, ""gate_fail:bbwp_gate_ok"": 35, ""gate_fail:cvd_gate_ok"": 26, ""gate_fail:ema_dist_ok"": 143, ""gate_fail:fvg_gate_ok"": 61, ""gate_fail:mrvd_gate_ok"": 4, ""gate_fail:os_dev_build_ok"": 58, ""gate_fail:vol_ok"": 4, ""gate_fail:vrvp_box_ok"": 5, ""reclaim_active"": 136, ""rsi_out_of_range"": 40}","{""os_dev_trend_stop"": 42, ""range_shift_stop"": 2}","{""PLAN_STOP"": 44}","{""event:PLAN_STOP"": 44, ""os_dev_trend_stop"": 42, ""range_shift_stop"": 2}",gate_fail:ema_dist_ok:187,event:PLAN_STOP:44
2,20260208-20260210,20260208,20260210,ok,,/home/kani/grid-ml-system/freqtrade/user_data/walkforward/wf_tune_pass4_persist12/window_002.result.json,192,8.788188473039554,0.8788188473039638,1000.0,1008.7881884730396,6,54,1,0,6,2,136,54,"{""cooldown_active"": 84, ""gate_fail:adx_ok"": 47, ""gate_fail:bbw_nonexp"": 11, ""gate_fail:bbwp_gate_ok"": 77, ""gate_fail:cvd_gate_ok"": 48, ""gate_fail:ema_dist_ok"": 95, ""gate_fail:fvg_gate_ok"": 87, ""gate_fail:mrvd_gate_ok"": 7, ""gate_fail:os_dev_build_ok"": 128, ""reclaim_active"": 147, ""rsi_out_of_range"": 64, ""stop_rule_active"": 54}","{""cooldown_active"": 37, ""gate_fail:adx_ok"": 39, ""gate_fail:bbw_nonexp"": 3, ""gate_fail:bbwp_gate_ok"": 41, ""gate_fail:cvd_gate_ok"": 25, ""gate_fail:ema_dist_ok"": 78, ""gate_fail:fvg_gate_ok"": 51, ""gate_fail:mrvd_gate_ok"": 5, ""gate_fail:os_dev_build_ok"": 74, ""reclaim_active"": 95, ""rsi_out_of_range"": 28}","{""os_dev_trend_stop"": 53, ""range_shift_stop"": 1}","{""PLAN_STOP"": 54}","{""event:PLAN_STOP"": 54, ""os_dev_trend_stop"": 53, ""range_shift_stop"": 1}",reclaim_active:147,event:PLAN_STOP:54
