index,timerange,start_day,end_day,status,error,result_file,plans_file_count,pnl_quote,pnl_pct,initial_equity,end_equity,fills,stop_events,seed_events,rebuild_events,soft_adjust_events,action_start,action_hold,action_stop
1,20260209-20260210,20260209,20260210,ok,,/home/kani/grid-ml-system/freqtrade/user_data/walkforward/wf_smoke_20260209/window_001.result.json,3,0.0,0.0,1000.0,1000.0,0,30,0,0,0,0,0,30
