date,close,adx_4h,ema_dist_frac_1h,bb_width_1h_pct,bbwp_15m_pct,bbwp_1h_pct,bbwp_4h_pct,vol_ratio_1h,rvol_15m,intraday_range_label,intraday_trend_label,swing_range_label,swing_trend_label
2026-01-05 08:00:00+00:00,3164.71,51.52259191710862,0.010924877453788324,66.27906976744185,77.38095238095238,66.27906976744185,12.5,0.7518690024289152,0.5952264464760153,0,0,0,0
2026-01-05 08:15:00+00:00,3167.0,51.52259191710862,0.010924877453788324,66.27906976744185,75.0,66.27906976744185,12.5,0.7518690024289152,0.7717462459113208,1,0,0,0
2026-01-05 08:30:00+00:00,3161.14,51.52259191710862,0.010924877453788324,66.27906976744185,71.82539682539682,66.27906976744185,12.5,0.7518690024289152,0.6167292274292547,1,0,0,0
2026-01-05 08:45:00+00:00,3163.62,51.52259191710862,0.010924877453788324,66.27906976744185,63.888888888888886,66.27906976744185,12.5,0.7518690024289152,0.8031126732844658,1,0,0,0
2026-01-05 09:00:00+00:00,3154.9,51.52259191710862,0.010896755737021138,66.66666666666666,57.14285714285714,66.66666666666666,12.5,1.2193487190175372,1.154590418674571,0,0,0,0
2026-01-05 09:15:00+00:00,3162.32,51.52259191710862,0.010896755737021138,66.66666666666666,55.158730158730165,66.66666666666666,12.5,1.2193487190175372,1.1729269282315458,1,0,0,0
2026-01-05 09:30:00+00:00,3167.26,51.52259191710862,0.010896755737021138,66.66666666666666,59.523809523809526,66.66666666666666,12.5,1.2193487190175372,1.4785653423897103,0,0,0,0
2026-01-05 09:45:00+00:00,3168.18,51.52259191710862,0.010896755737021138,66.66666666666666,60.317460317460316,66.66666666666666,12.5,1.2193487190175372,1.0302019861536582,1,0,0,0
2026-01-05 10:00:00+00:00,3176.68,51.52259191710862,0.010890097316424324,64.77272727272727,69.04761904761905,64.77272727272727,12.5,0.8564866563209403,0.8647650418281891,0,0,0,0
2026-01-05 10:15:00+00:00,3175.01,51.52259191710862,0.010890097316424324,64.77272727272727,71.03174603174604,64.77272727272727,12.5,0.8564866563209403,0.7492807524405966,0,0,0,0
2026-01-05 10:30:00+00:00,3167.18,51.52259191710862,0.010890097316424324,64.77272727272727,71.42857142857143,64.77272727272727,12.5,0.8564866563209403,1.1597209770815022,1,0,0,0
2026-01-05 10:45:00+00:00,3173.19,51.52259191710862,0.010890097316424324,64.77272727272727,71.03174603174604,64.77272727272727,12.5,0.8564866563209403,0.6499832949619301,1,0,0,0
2026-01-05 11:00:00+00:00,3169.61,51.52259191710862,0.010910544571648874,64.04494382022472,71.03174603174604,64.04494382022472,12.5,0.6406698642638772,0.4398442927337812,1,0,0,0
2026-01-05 11:15:00+00:00,3173.44,51.52259191710862,0.010910544571648874,64.04494382022472,64.68253968253968,64.04494382022472,12.5,0.6406698642638772,1.0565721967991621,1,0,0,0
2026-01-05 11:30:00+00:00,3175.65,51.52259191710862,0.010910544571648874,64.04494382022472,66.26984126984127,64.04494382022472,12.5,0.6406698642638772,0.8815687375788624,1,0,0,0
2026-01-05 11:45:00+00:00,3180.27,51.52259191710862,0.010910544571648874,64.04494382022472,70.23809523809523,64.04494382022472,12.5,0.6406698642638772,0.5245308697391291,1,0,0,0
2026-01-05 12:00:00+00:00,3180.89,52.50971971552956,0.010918061039111249,61.111111111111114,72.61904761904762,61.111111111111114,11.11111111111111,0.6027768256613807,0.6544803550586199,1,0,0,0
2026-01-05 12:15:00+00:00,3174.4,52.50971971552956,0.010918061039111249,61.111111111111114,71.42857142857143,61.111111111111114,11.11111111111111,0.6027768256613807,0.7768238948288946,1,0,0,0
2026-01-05 12:30:00+00:00,3167.92,52.50971971552956,0.010918061039111249,61.111111111111114,69.84126984126983,61.111111111111114,11.11111111111111,0.6027768256613807,0.8487779657440029,1,0,0,0
2026-01-05 12:45:00+00:00,3170.5,52.50971971552956,0.010918061039111249,61.111111111111114,65.87301587301587,61.111111111111114,11.11111111111111,0.6027768256613807,0.6854764381889418,1,0,0,0
2026-01-05 13:00:00+00:00,3171.02,52.50971971552956,0.010841440728051016,58.24175824175825,63.888888888888886,58.24175824175825,11.11111111111111,1.3827431414083138,0.666346048935638,1,0,0,0
2026-01-05 13:15:00+00:00,3160.31,52.50971971552956,0.010841440728051016,58.24175824175825,67.85714285714286,58.24175824175825,11.11111111111111,1.3827431414083138,1.860044006507802,1,0,0,0
2026-01-05 13:30:00+00:00,3146.64,52.50971971552956,0.010841440728051016,58.24175824175825,75.79365079365078,58.24175824175825,11.11111111111111,1.3827431414083138,2.3159862003751623,0,0,0,0
2026-01-05 13:45:00+00:00,3154.39,52.50971971552956,0.010841440728051016,58.24175824175825,76.98412698412699,58.24175824175825,11.11111111111111,1.3827431414083138,1.7068055575974403,0,1,0,0
2026-01-05 14:00:00+00:00,3152.15,52.50971971552956,0.010743013132282393,52.17391304347826,77.77777777777779,52.17391304347826,11.11111111111111,2.220422594263264,1.0849491664947204,0,1,0,1
2026-01-05 14:15:00+00:00,3154.33,52.50971971552956,0.010743013132282393,52.17391304347826,78.57142857142857,52.17391304347826,11.11111111111111,2.220422594263264,0.7260680336265388,0,0,0,1
2026-01-05 14:30:00+00:00,3169.46,52.50971971552956,0.010743013132282393,52.17391304347826,78.57142857142857,52.17391304347826,11.11111111111111,2.220422594263264,4.5153923523013155,0,0,0,1
2026-01-05 14:45:00+00:00,3167.0,52.50971971552956,0.010743013132282393,52.17391304347826,78.57142857142857,52.17391304347826,11.11111111111111,2.220422594263264,2.988941114765864,0,1,0,1
2026-01-05 15:00:00+00:00,3162.54,52.50971971552956,0.010760688923948946,51.61290322580645,76.5873015873016,51.61290322580645,11.11111111111111,2.1798647393419666,1.9797910506219187,0,1,0,1
2026-01-05 15:15:00+00:00,3164.79,52.50971971552956,0.010760688923948946,51.61290322580645,76.19047619047619,51.61290322580645,11.11111111111111,2.1798647393419666,1.4042529249871214,0,1,0,1
2026-01-05 15:30:00+00:00,3192.92,52.50971971552956,0.010760688923948946,51.61290322580645,80.55555555555556,51.61290322580645,11.11111111111111,2.1798647393419666,3.0158444512172,0,0,0,0
2026-01-05 15:45:00+00:00,3195.57,52.50971971552956,0.010760688923948946,51.61290322580645,84.12698412698413,51.61290322580645,11.11111111111111,2.1798647393419666,1.0934891971950993,0,0,0,0
2026-01-05 16:00:00+00:00,3189.91,53.74488758907154,0.010828078940451803,48.93617021276596,86.90476190476191,48.93617021276596,20.0,1.4366579994229882,1.3977213146549141,0,0,0,0
2026-01-05 16:15:00+00:00,3180.89,53.74488758907154,0.010828078940451803,48.93617021276596,86.90476190476191,48.93617021276596,20.0,1.4366579994229882,1.7537228457506977,0,1,0,0
2026-01-05 16:30:00+00:00,3179.72,53.74488758907154,0.010828078940451803,48.93617021276596,86.90476190476191,48.93617021276596,20.0,1.4366579994229882,0.6193183181980088,0,0,0,0
2026-01-05 16:45:00+00:00,3183.9,53.74488758907154,0.010828078940451803,48.93617021276596,87.3015873015873,48.93617021276596,20.0,1.4366579994229882,0.53400022746747,0,0,0,0
2026-01-05 17:00:00+00:00,3182.78,53.74488758907154,0.010924592761537759,60.0,87.3015873015873,60.0,20.0,1.6632558875897094,0.27464688473876725,0,0,0,0
2026-01-05 17:15:00+00:00,3166.51,53.74488758907154,0.010924592761537759,60.0,87.3015873015873,60.0,20.0,1.6632558875897094,0.9834624699349901,0,1,0,0
2026-01-05 17:30:00+00:00,3187.43,53.74488758907154,0.010924592761537759,60.0,88.88888888888889,60.0,20.0,1.6632558875897094,0.7668136157660489,0,1,0,0
2026-01-05 17:45:00+00:00,3213.38,53.74488758907154,0.010924592761537759,60.0,94.44444444444444,60.0,20.0,1.6632558875897094,2.4978953743452594,1,0,1,0
2026-01-05 18:00:00+00:00,3210.56,53.74488758907154,0.011138975069052457,76.04166666666666,95.23809523809523,76.04166666666666,20.0,1.7643833691927269,1.1081698808456095,0,0,1,0
2026-01-05 18:15:00+00:00,3201.54,53.74488758907154,0.011138975069052457,76.04166666666666,95.23809523809523,76.04166666666666,20.0,1.7643833691927269,1.7714272878851753,0,0,1,0
2026-01-05 18:30:00+00:00,3201.77,53.74488758907154,0.011138975069052457,76.04166666666666,94.44444444444444,76.04166666666666,20.0,1.7643833691927269,0.4464055002779027,0,0,1,0
