date,open,high,low,close,volume,rvol_15m,bb_width_15m,bbwp_15m_pct,ema_dist_frac_1h,vol_ratio_1h,bb_width_1h,bbwp_1h_pct,adx_4h,bb_width_4h,bbwp_4h_pct,bb_width_1h_pct,intraday_fwd_abs_ret,intraday_fwd_span,intraday_fwd_eff,intraday_range_label,intraday_trend_label,swing_fwd_abs_ret,swing_fwd_span,swing_fwd_eff,swing_range_label,swing_trend_label,intraday_label_valid,intraday_state,intraday_transition,intraday_state_run_len,swing_label_valid,swing_state,swing_transition,swing_state_run_len
2025-10-05 08:00:00+00:00,4605.98,4618.17,4594.84,4594.89,17227.6447,1.9474697224513602,0.016085638648543697,65.07936507936508,0.01320326180290794,2.6839505147298826,0.04239325268921373,90.69767441860465,75.51860145124664,0.04601001614297667,12.5,90.69767441860465,0.011179810615705721,0.019223528746063544,0.5815691158156904,0,0,0.010513853432835285,0.029985483874477897,0.3506314414283676,1,0,True,neutral,0,1,True,range,0,1
2025-10-05 08:15:00+00:00,4594.89,4611.78,4590.1,4600.22,14728.909,1.7309787975276214,0.016862916067675645,70.23809523809523,0.01320326180290794,2.6839505147298826,0.04239325268921373,90.69767441860465,75.51860145124664,0.04601001614297667,12.5,90.69767441860465,0.012427666502906387,0.016690506106229647,0.7445949466006807,0,0,0.011162509619105254,0.027439992000382493,0.40679711637487553,1,0,True,neutral,0,2,True,range,0,2
2025-10-05 08:30:00+00:00,4600.23,4600.23,4586.27,4590.24,10424.2463,1.2106659390609311,0.017262213302052,73.01587301587301,0.01320326180290794,2.6839505147298826,0.04239325268921373,90.69767441860465,75.51860145124664,0.04601001614297667,12.5,90.69767441860465,0.011977587228554354,0.014892467496253047,0.8042715038033805,0,0,0.006134755481194798,0.025665324688905245,0.2390289449112958,1,0,True,neutral,0,3,True,range,0,3
2025-10-05 08:45:00+00:00,4590.23,4591.81,4583.55,4587.54,8138.7504,0.9407637286197561,0.015752483116331775,64.28571428571429,0.01320326180290794,2.6839505147298826,0.04239325268921373,90.69767441860465,75.51860145124664,0.04601001614297667,12.5,90.69767441860465,0.01218300003923678,0.01458297911298878,0.835426008968608,0,0,0.005652266792224192,0.02536217667856855,0.22286205414697216,1,0,True,neutral,0,4,True,range,0,4
2025-10-05 09:00:00+00:00,4587.53,4588.88,4582.62,4585.95,3015.1797,0.3491657772174495,0.014295597706927812,56.74603174603175,0.013293611900282947,2.6609173815469,0.043085430136475755,90.80459770114942,75.51860145124664,0.04601001614297667,12.5,90.80459770114942,0.010979186428111798,0.014588035194452741,0.7526158445440814,0,0,0.003693891123976445,0.025370970028020447,0.14559518693596515,1,0,True,neutral,0,5,True,range,0,5
2025-10-05 09:15:00+00:00,4585.96,4590.35,4568.26,4574.92,13351.0404,1.45948099507581,0.011985464210904835,51.98412698412699,0.013293611900282947,2.6609173815469,0.043085430136475755,90.80459770114942,75.51860145124664,0.04601001614297667,12.5,90.80459770114942,0.007759698530247494,0.011252655784144963,0.6895881895881832,0,0,0.0017552219492361631,0.022688921336329416,0.07736030828516119,1,0,True,neutral,0,6,True,range,0,6
2025-10-05 09:30:00+00:00,4574.93,4574.93,4547.0,4551.39,20558.4534,2.0572373284935783,0.011659522714567667,48.41269841269841,0.013293611900282947,2.6609173815469,0.043085430136475755,90.80459770114942,75.51860145124664,0.04601001614297667,12.5,90.80459770114942,0.0031155317386557524,0.009047785401822364,0.34434191355027177,1,0,0.0036274632584769595,0.02280621963839622,0.15905587668592755,1,0,True,range,1,1,True,range,0,7
2025-10-05 09:45:00+00:00,4551.39,4564.63,4538.26,4549.22,19516.9553,1.936389611348035,0.012810137907412873,54.36507936507936,0.013293611900282947,2.6609173815469,0.043085430136475755,90.80459770114942,75.51860145124664,0.04601001614297667,12.5,90.80459770114942,0.002261926220319066,0.007293558016539163,0.31012658227847717,1,0,0.005227269729755735,0.022817098315755267,0.2290944123314037,1,0,True,range,0,2,True,range,0,8
2025-10-05 10:00:00+00:00,4549.22,4551.7,4526.17,4538.69,15055.2047,1.4530954651262815,0.014611891087582662,59.92063492063492,0.013254634247628566,1.2926315415104253,0.04270832742906309,89.77272727272727,75.51860145124664,0.04601001614297667,12.5,89.77272727272727,0.002088708415864504,0.0073104794555257785,0.28571428571429747,1,0,0.005796826837699998,0.023282048344346076,0.24898268193432746,1,0,True,range,0,3,True,range,0,9
2025-10-05 10:15:00+00:00,4538.69,4550.81,4532.19,4537.26,5026.5708,0.4818722160956418,0.016202805409816837,68.65079365079364,0.013254634247628566,1.2926315415104253,0.04270832742906309,89.77272727272727,75.51860145124664,0.04601001614297667,12.5,89.77272727272727,0.0023119680159391365,0.007312783486068748,0.31615430982518655,1,0,0.006221816691130755,0.023289386105270597,0.2671524557584891,1,0,True,range,0,4,True,range,0,10
2025-10-05 10:30:00+00:00,4537.27,4537.37,4523.45,4536.67,4608.0589,0.44410512406780633,0.017568692885143733,77.38095238095238,0.013254634247628566,1.2926315415104253,0.04270832742906309,89.77272727272727,75.51860145124664,0.04601001614297667,12.5,89.77272727272727,5.069797891410488e-05,0.005803816455682236,0.008735282947226494,0,0,0.00577075255639059,0.023292414921076487,0.24775243683164827,1,0,True,neutral,1,1,True,range,0,11
2025-10-05 10:45:00+00:00,4536.67,4547.92,4536.67,4542.57,3970.7806,0.3882961194606808,0.018371134380140826,79.76190476190477,0.013254634247628566,1.2926315415104253,0.04270832742906309,89.77272727272727,75.51860145124664,0.04601001614297667,12.5,89.77272727272727,0.0015123597434931746,0.005796278318220727,0.2609191036840072,0,0,0.0067428790310331,0.023262162168111902,0.2898646730387062,1,0,True,neutral,0,2,True,range,0,12
2025-10-05 11:00:00+00:00,4542.56,4550.95,4535.56,4536.99,4161.8546,0.41223179167435947,0.01937167634973023,84.52380952380952,0.013200917969187253,0.530969568920901,0.04150809095794068,87.64044943820225,75.51860145124664,0.04601001614297667,12.5,87.64044943820225,1.9836940350348442e-05,0.0058695302392114835,0.0033796470146505875,0,0,0.006286105986568202,0.023290772075759497,0.2698968486798563,1,0,True,neutral,0,3,True,range,0,13
2025-10-05 11:15:00+00:00,4537.0,4553.83,4537.0,4548.45,2992.1521,0.3063201479230387,0.01971622514560453,85.31746031746032,0.013200917969187253,0.530969568920901,0.04150809095794068,87.64044943820225,75.51860145124664,0.04601001614297667,12.5,87.64044943820225,0.0022557134848135707,0.0058547417252031156,0.38527975966955225,0,0,0.008765623454143778,0.02550319339555233,0.3437068965517232,1,0,True,neutral,0,4,True,range,0,14
2025-10-05 11:30:00+00:00,4548.45,4550.26,4543.89,4549.81,1746.2219,0.18243161360346374,0.019975252535991448,86.11111111111111,0.013200917969187253,0.530969568920901,0.04150809095794068,87.64044943820225,75.51860145124664,0.04601001614297667,12.5,87.64044943820225,0.004784815190085001,0.0064771935531374395,0.7387173396674669,0,0,0.006061791591297272,0.026297801446653734,0.23050564145424163,1,0,True,neutral,0,5,True,range,0,15
2025-10-05 11:45:00+00:00,4549.81,4556.63,4549.67,4551.06,2570.0722,0.27757021526988346,0.02014779259469754,86.11111111111111,0.013200917969187253,0.530969568920901,0.04150809095794068,87.64044943820225,75.51860145124664,0.04601001614297667,12.5,87.64044943820225,0.004188035314849792,0.005346007303792946,0.7833949856144865,0,0,0.004537404472804152,0.026290578458644718,0.1725867112411174,1,0,True,neutral,0,6,True,range,0,16
2025-10-05 12:00:00+00:00,4551.07,4551.07,4534.85,4543.52,3574.1126,0.3918571144166805,0.02039875522005189,86.11111111111111,0.013136593940936171,0.5484890910716621,0.040175704706202915,83.33333333333334,74.58289733372355,0.040585480144851145,11.11111111111111,83.33333333333334,0.0012985526640139078,0.005266841567771307,0.24655244463019113,0,0,0.009254938901996468,0.026334207838856136,0.35144170497283245,1,0,True,neutral,0,7,True,range,0,17
2025-10-05 12:15:00+00:00,4543.51,4550.67,4541.28,4543.05,1348.1707,0.15612865244890026,0.020706055872371218,86.11111111111111,0.013136593940936171,0.5484890910716621,0.040175704706202915,83.33333333333334,74.58289733372355,0.040585480144851145,11.11111111111111,83.33333333333334,0.0017697361904447373,0.005254179460934811,0.33682446585672393,0,0,0.009297718493082696,0.026728739503197253,0.3478547311208077,1,0,True,neutral,0,8,True,range,0,18
2025-10-05 12:30:00+00:00,4543.05,4549.51,4532.67,4535.26,4200.1031,0.4832476068999545,0.02107341613512648,87.6984126984127,0.013136593940936171,0.5484890910716621,0.040175704706202915,83.33333333333334,74.58289733372355,0.040585480144851145,11.11111111111111,83.33333333333334,0.001843334230011151,0.005441804879984693,0.3387358184765313,0,0,0.00919682664279442,0.02677465018543596,0.34349007658733377,1,0,True,neutral,0,9,True,range,0,19
2025-10-05 12:45:00+00:00,4535.26,4542.61,4530.3,4531.65,2643.8698,0.33285877387351354,0.01961537610648616,83.33333333333334,0.013136593940936171,0.5484890910716621,0.040175704706202915,83.33333333333334,74.58289733372355,0.040585480144851145,11.11111111111111,83.33333333333334,0.0006929043505123911,0.013125462028179486,0.05279085406858509,1,0,0.010954067503006648,0.026795979389405693,0.4087951906448177,1,0,True,range,1,1,True,range,0,20
2025-10-05 13:00:00+00:00,4531.66,4539.32,4531.01,4535.6,2563.7962,0.35560248858225024,0.018393578075613242,78.57142857142857,0.01302283262700541,0.6272038526574505,0.0384826425621638,75.82417582417582,74.58289733372355,0.040585480144851145,11.11111111111111,75.82417582417582,0.002160684363700538,0.013114031219684179,0.1647612642905221,1,0,0.010214745568392303,0.026772643090219657,0.3815366878036714,1,0,True,range,0,2,True,range,0,21
2025-10-05 13:15:00+00:00,4535.6,4541.74,4532.3,4539.42,5237.4616,0.7776307060497682,0.015968024417811647,65.87301587301587,0.01302283262700541,0.6272038526574505,0.0384826425621638,75.82417582417582,74.58289733372355,0.040585480144851145,11.11111111111111,75.82417582417582,0.003767001070621445,0.013102995536874659,0.2874915938130546,1,0,0.011338452930110154,0.02822166708522227,0.4017641089688579,1,0,True,range,0,3,True,range,0,22
2025-10-05 13:30:00+00:00,4539.42,4543.92,4535.0,4537.21,2117.7613,0.33509790573803255,0.013979649599082338,55.158730158730165,0.01302283262700541,0.6272038526574505,0.0384826425621638,75.82417582417582,74.58289733372355,0.040585480144851145,11.11111111111111,75.82417582417582,0.005033930543219323,0.01310937778943438,0.38399462004035495,1,0,0.015110607620101524,0.03477026630903137,0.4345841784989877,0,0,True,range,0,4,True,neutral,1,1
2025-10-05 13:45:00+00:00,4537.22,4541.29,4533.44,4538.93,3610.2842,0.5924904184999132,0.011532710624478387,45.63492063492063,0.01302283262700541,0.6272038526574505,0.0384826425621638,75.82417582417582,74.58289733372355,0.040585480144851145,11.11111111111111,75.82417582417582,0.006047680841079428,0.013104410070214689,0.4614996637525375,0,0,0.021798088976917374,0.036131863677122136,0.6032926829268268,0,0,True,neutral,1,1,True,neutral,0,2
2025-10-05 14:00:00+00:00,4538.93,4550.0,4538.6,4548.17,3430.0409,0.5610006089703485,0.008177263943470462,25.0,0.012920806237566671,0.5751951787249109,0.03572268404645682,71.73913043478261,74.58289733372355,0.040585480144851145,11.11111111111111,71.73913043478261,0.008752970975139496,0.013077787329849051,0.6693006052454723,0,0,0.020507149029169947,0.04165851320421186,0.4922679052092648,0,0,True,neutral,0,2,True,neutral,0,3
