date,mode,from_state,to_state,from_to,prev_state_run_len_bars,to_state_run_len_bars,intraday_fwd_abs_ret,intraday_fwd_span,intraday_fwd_eff,intraday_range_label,intraday_trend_label,adx_4h,ema_dist_frac_1h,bb_width_1h_pct,bbwp_15m_pct,bbwp_1h_pct,bbwp_4h_pct,vol_ratio_1h,rvol_15m,swing_fwd_abs_ret,swing_fwd_span,swing_fwd_eff,swing_range_label,swing_trend_label
2025-10-08 13:15:00+00:00,intraday,range,neutral,range->neutral,5,1,0.013976532292111044,0.024553307168752626,0.5692321688500698,0.0,0.0,40.0494607378386,0.0015032276720229948,20.858895705521473,7.936507936507936,20.858895705521473,92.5925925925926,1.499877453052507,1.5162862641737649,,,,,
2025-10-08 14:45:00+00:00,intraday,neutral,trend,neutral->trend,6,1,0.016491801289411967,0.02717248415200593,0.6069302017862999,0.0,1.0,40.0494607378386,0.0011031158398206254,21.951219512195124,36.11111111111111,21.951219512195124,92.5925925925926,2.122808920457474,1.5189649342229066,,,,,
2025-10-08 15:00:00+00:00,intraday,trend,neutral,trend->neutral,1,1,0.010086759137971413,0.02712232410414687,0.37189877605028304,0.0,0.0,40.0494607378386,0.0007047131709526477,26.666666666666668,40.07936507936508,26.666666666666668,92.5925925925926,1.011614928861135,0.6966917209851354,,,,,
2025-10-08 16:45:00+00:00,intraday,neutral,range,neutral->range,7,1,0.0016257631189742217,0.015123377850923526,0.1074999999999925,1.0,0.0,37.44141808623802,0.0005371567320683511,21.686746987951807,40.476190476190474,21.686746987951807,92.85714285714286,1.1980861923550281,1.5169221536963846,,,,,
2025-10-08 16:45:00+00:00,swing,neutral,trend,neutral->trend,25,1,,,,,,37.44141808623802,0.0005371567320683511,21.686746987951807,40.476190476190474,21.686746987951807,92.85714285714286,1.1980861923550281,1.5169221536963846,0.04870839681074657,0.06515062217131665,0.7476275005120521,0.0,1.0
2025-10-08 19:45:00+00:00,swing,trend,neutral,trend->neutral,12,1,,,,,,37.44141808623802,0.0004602199713845551,39.64497041420118,84.92063492063492,39.64497041420118,92.85714285714286,1.1253418550170253,0.43119419353115424,0.03926011069105506,0.06073833901405674,0.6463810391978138,0.0,0.0
2025-10-08 20:00:00+00:00,swing,neutral,trend,neutral->trend,1,1,,,,,,35.01966419546606,0.0003453607349637193,40.0,83.33333333333334,40.0,93.10344827586206,0.4063060298987274,0.31115679527462137,0.03981547574184352,0.060795023785983775,0.6549134001823175,0.0,1.0
2025-10-08 20:30:00+00:00,swing,trend,neutral,trend->neutral,2,1,,,,,,35.01966419546606,0.0003453607349637193,40.0,81.34920634920636,40.0,93.10344827586206,0.4063060298987274,0.2326835713167439,0.03891331394087527,0.06071211940087044,0.6409480401093917,0.0,0.0
2025-10-08 21:15:00+00:00,intraday,range,neutral,range->neutral,18,1,0.009146806577210564,0.014214362940509267,0.6434904339710673,0.0,0.0,35.01966419546606,0.0003287373641037027,43.27485380116959,41.269841269841265,43.27485380116959,93.10344827586206,0.2533710227818079,0.2656473827870068,,,,,
2025-10-08 22:15:00+00:00,intraday,neutral,trend,neutral->trend,4,1,0.017218481582721434,0.02122478382983053,0.8112441436751684,0.0,1.0,35.01966419546606,0.0002963652906263599,45.93023255813954,9.126984126984127,45.93023255813954,93.10344827586206,0.4091725814068113,0.28272430135102744,,,,,
2025-10-08 23:00:00+00:00,intraday,trend,neutral,trend->neutral,3,1,0.018179924985101237,0.030878844070477692,0.5887501793657651,0.0,0.0,35.01966419546606,0.0002839725063117786,45.08670520231214,3.968253968253968,45.08670520231214,93.10344827586206,0.354121311623448,0.6909464106638312,,,,,
2025-10-08 23:15:00+00:00,intraday,neutral,trend,neutral->trend,1,1,0.020086586582168886,0.03075544807011662,0.6531066150093247,0.0,1.0,35.01966419546606,0.0002839725063117786,45.08670520231214,5.158730158730158,45.08670520231214,93.10344827586206,0.354121311623448,0.45672725670754083,,,,,
2025-10-08 23:45:00+00:00,intraday,trend,neutral,trend->neutral,2,1,0.016554272027434314,0.02946492491802417,0.5618297712785892,0.0,0.0,35.01966419546606,0.0002839725063117786,45.08670520231214,7.936507936507936,45.08670520231214,93.10344827586206,0.354121311623448,0.4474632754328065,,,,,
2025-10-09 01:30:00+00:00,intraday,neutral,range,neutral->range,7,1,0.003790237673887198,0.01866669653457582,0.20304812192487803,1.0,0.0,33.82990421237465,2.522292527548854e-06,38.857142857142854,50.0,38.857142857142854,93.33333333333333,2.1496019341093593,2.286818385262759,,,,,
2025-10-09 02:30:00+00:00,swing,neutral,range,neutral->range,24,1,,,,,,33.82990421237465,0.0004894049210479496,49.43181818181818,84.12698412698413,49.43181818181818,93.33333333333333,2.0618670314824183,2.3471891439694916,0.012112604707542607,0.04408571997177636,0.27475120549913057,1.0,0.0
2025-10-09 03:00:00+00:00,swing,range,neutral,range->neutral,2,1,,,,,,33.82990421237465,0.0007785478111343953,50.282485875706215,91.26984126984127,50.282485875706215,93.33333333333333,0.7748551885110434,1.0535006949531913,0.017383808958618685,0.04398753528547662,0.39519852262234595,0.0,0.0
2025-10-09 03:15:00+00:00,intraday,range,neutral,range->neutral,7,1,0.0037042458087980235,0.00923246675749012,0.4012195121951397,0.0,0.0,33.82990421237465,0.0007785478111343953,50.282485875706215,92.85714285714286,50.282485875706215,93.33333333333333,0.7748551885110434,0.6539239334145859,,,,,
2025-10-09 03:15:00+00:00,swing,neutral,range,neutral->range,1,1,,,,,,33.82990421237465,0.0007785478111343953,50.282485875706215,92.85714285714286,50.282485875706215,93.33333333333333,0.7748551885110434,0.6539239334145859,0.014386885393562143,0.04389700170012488,0.32774186929311816,1.0,0.0
2025-10-09 03:45:00+00:00,swing,range,neutral,range->neutral,2,1,,,,,,33.82990421237465,0.0007785478111343953,50.282485875706215,91.66666666666666,50.282485875706215,93.33333333333333,0.7748551885110434,0.551941912434798,0.023292441808214215,0.0437988676193043,0.5318046578434404,0.0,0.0
2025-10-09 04:15:00+00:00,intraday,neutral,trend,neutral->trend,4,1,0.026213354811353118,0.02773670879260177,0.9450780554881505,0.0,1.0,32.72512708521834,0.0010346992026692245,51.68539325842697,87.3015873015873,51.68539325842697,96.7741935483871,0.725673126840023,0.8501905449107912,,,,,
2025-10-09 07:00:00+00:00,intraday,trend,neutral,trend->neutral,11,1,0.015389584137932677,0.02653765976235808,0.5799148936170241,0.0,0.0,32.72512708521834,0.0019559687002007084,65.74585635359117,23.809523809523807,65.74585635359117,96.7741935483871,0.799891168811281,0.389284852014124,,,,,
2025-10-09 07:30:00+00:00,intraday,neutral,range,neutral->range,2,1,0.007385069571792968,0.026601645453269398,0.27761702127660254,1.0,0.0,32.72512708521834,0.0019559687002007084,65.74585635359117,27.380952380952383,65.74585635359117,96.7741935483871,0.799891168811281,1.5204112200705362,,,,,
2025-10-09 07:45:00+00:00,intraday,range,neutral,range->neutral,1,1,0.012097320742782358,0.024102019608728955,0.501921454681792,0.0,0.0,32.72512708521834,0.0019559687002007084,65.74585635359117,23.015873015873016,65.74585635359117,96.7741935483871,0.799891168811281,1.235632107927093,,,,,
2025-10-09 08:00:00+00:00,intraday,neutral,range,neutral->range,1,1,0.0048843625464083384,0.019417100945763415,0.25154952637118655,1.0,0.0,32.74622045011899,0.0027602386376063353,80.76923076923077,30.555555555555557,80.76923076923077,96.875,3.110803213561387,1.2699032922645714,,,,,
